서울교통공사,2호선,서울대입구,서울특별시 관악구 봉천동 979-2,서울특별시 관악구 남부순환로 지하 1822 ,관악구
서울교통공사,2호선,봉천,서울특별시 관악구 봉천동 979-7,서울특별시 관악구 남부순환로 지하 1721 ,관악구
서울교통공사,2호선,신림,서울특별시 관악구 신림동 1467-10,서울특별시 관악구 남부순환로 지하 1614 ,관악구
서울교통공사,2호선,신대방,서울특별시 동작구 신대방동 643-1,서울특별시 동작구 대림로 2,동작구
서울교통공사,2호선,구로디지털단지,서울특별시 구로구 구로동 810-3,서울특별시 구로구 도림천로 477 ,구로구
서울교통공사,2호선,대림,서울특별시 구로구 구로동 1204,서울특별시 구로구 도림천로 351 ,구로구
서울교통공사,2호선,신도림,서울특별시 구로구 신도림동 460-26,서울특별시 구로구 새말로 지하117-21 ,구로구
서울교통공사,2호선,문래,서울특별시 영등포구 문래동3가 68-1,서울특별시 영등포구 당산로 지하 28,영등포구
서울교통공사,2호선,영등포구청,서울특별시 영등포구 당산동3가 270-1,서울특별시 영등포구 당산로 121,영등포구
서울교통공사,2호선,당산,서울특별시 영등포구 당산동6가 323-1,서울특별시 영등포구 당산로 229,영등포구
서울교통공사,2호선,합정,서울특별시 마포구 서교동 393,서울특별시 마포구 양화로 지하 55 ,마포구
서울교통공사,2호선,홍대입구,서울특별시 마포구 동교동 165,서울특별시 마포구 양화로 지하160 ,마포구
서울교통공사,2호선,신촌,서울특별시 마포구 노고산동 31-11,서울특별시 마포구 신촌로 지하 90 ,마포구
서울교통공사,2호선,이대,서울특별시 마포구 염리동 8-85,서울특별시 마포구 신촌로 지하180 ,마포구
서울교통공사,2호선,아현,서울특별시 마포구 아현동 354-23,서울특별시 마포구 신촌로 지하 270 ,마포구
서울교통공사,2호선,충정로,서울특별시 서대문구 충정로3가 319-1,서울특별시 서대문구 서소문로 지하 17 ,서대문구
철도운영기관명,선명,역명,지번주소,도로명주소,
코레일,3호선,대화,경기도 고양시 일산서구 대화동 2221,경기도 고양시 일산서구 중앙로 지하 1569,시 일산
코레일,3호선,주엽,경기도 고양시 일산서구 주엽동 166-7,경기도 고양시 일산서구 중앙로 지하 1432,시 일산
코레일,3호선,정발산,경기도 고양시 일산동구 마두동 1123,경기도 고양시 일산동구 중앙로 지하 1270,시 일산
코레일,3호선,마두,경기도 고양시 일산동구 마두동 765-1,경기도 고양시 일산동구 중앙로 지하 1180,시 일산
코레일,3호선,백석,경기도 고양시 일산동구 백석동 1538,경기도 고양시 일산동구 중앙로 지하 1042,시 일산
코레일,3호선,대곡,경기도 고양시 덕양구 대장동 420-1,경기도 고양시 덕양구 대주로107번길 71-81,시 덕양
코레일,3호선,화정,경기도 고양시 덕양구 화정동 1098,경기도 고양시 덕양구 화정로 지하60,시 덕양
코레일,3호선,원당,경기도 고양시 덕양구 성사동 410-7,경기도 고양시 덕양구 고양대로 1429,시 덕양
코레일,3호선,원흥,경기도 고양시 덕양구 원흥동 569-15,경기도 고양시 덕양구 권율대로 681,시 덕양
코레일,3호선,삼송,경기도 고양시 덕양구 삼송동 18-5,경기도 고양시 덕양구 삼송로 지하 194,시 덕양
서울교통공사,3호선,지축,경기도 고양시 덕양구 지축동 818-64,경기도 고양시 덕양구 삼송로 300 ,시 덕양
서울교통공사,3호선,구파발,서울특별시 은평구 진관동 67-26,서울특별시 은평구 진관2로 지하 15-25 ,은평구
서울교통공사,3호선,연신내,서울특별시 은평구 갈현동 397,서울특별시 은평구 통일로 지하 849 3호선 ,은평구
서울교통공사,3호선,불광,서울특별시 은평구 대조동 14-1,서울특별시 은평구 통일로 지하 723-1 3호선 ,은평구
서울교통공사,3호선,녹번,서울특별시 은평구 녹번동 55,서울특별시 은평구 통일로 지하 602-1 ,은평구
서울교통공사,3호선,홍제,서울특별시 서대문구 홍제동 161-1,서울특별시 서대문구 통일로 지하 440-1 ,서대문구
서울교통공사,3호선,무악재,서울특별시 서대문구 홍제동 26-1,서울특별시 서대문구 통일로 지하 361 ,서대문구
서울교통공사,3호선,독립문,서울특별시 서대문구 현저동 101,서울특별시 서대문구 통일로 지하 247 ,서대문구
서울교통공사,3호선,경복궁,서울특별시 종로구 적선동 81-1,서울특별시 종로구 사직로 지하 130 ,종로구
서울교통공사,3호선,안국,서울특별시 종로구 안국동 155-2,서울특별시 종로구 율곡로 지하62,종로구
서울교통공사,3호선,종로3가,서울특별시 종로구 묘동 20-5,서울특별시 종로구 돈화문로 지하 30 ,종로구
서울교통공사,3호선,을지로3가,서울특별시 중구 을지로3가 282-8,서울특별시 중구 을지로 지하 129 ,중구
서울교통공사,3호선,충무로,서울특별시 중구 필동2가 16-2,서울특별시 중구 퇴계로 지하199,중구
서울교통공사,3호선,동대입구,서울특별시 중구 장충동2가 199-3,서울특별시 중구 동호로 지하 256 ,중구
서울교통공사,3호선,약수,서울특별시 중구 신당동 369-44,서울특별시 중구 다산로 지하 122 ,중구
서울교통공사,3호선,금호,서울특별시 성동구 금호동4가 1470,서울특별시 성동구 동호로 지하 104 ,성동구
서울교통공사,3호선,옥수,서울특별시 성동구 옥수동 168-1 ,서울특별시 성동구 동호로 지하 21 ,성동구
서울교통공사,3호선,압구정,서울특별시 강남구 신사동 668,서울특별시 강남구 압구정로 지하 172 ,강남구
서울교통공사,3호선,신사,서울특별시 강남구 신사동 667,서울특별시 강남구 도산대로 지하 102 ,강남구
서울교통공사,3호선,잠원,서울특별시 서초구 잠원동 100-1 ,서울특별시 서초구 잠원로 4길 지하 46 ,서초구
서울교통공사,3호선,고속터미널,서울특별시 서초구 반포동 19-11 ,서울특별시 서초구 신반포로 지하 188 ,서초구
서울교통공사,3호선,교대,서울특별시 서초구 서초동 1748-4 ,서울특별시 서초구 서초대로 지하 294 ,서초구
서울교통공사,3호선,남부터미널,서울특별시 서초구 서초동 1748-30,서울특별시 서초구 서초중앙로 지하 31 ,서초구
서울교통공사,3호선,양재,서울특별시 서초구 서초동 1366-9,서울특별시 서초구 남부순환로 지하 2585 ,서초구
서울교통공사,3호선,매봉,서울특별시 강남구 도곡동 179-2,서울특별시 강남구 남부순환로 지하 2744 ,강남구
서울교통공사,3호선,도곡,서울특별시 강남구 도곡동 339-2,서울특별시 강남구 남부순환로 지하 2814 ,강남구
서울교통공사,3호선,대치,서울특별시 강남구 대치동 317-3,서울특별시 강남구 남부순환로 지하 2952 ,강남구
서울교통공사,3호선,학여울,서울특별시 강남구 대치동 514-3,서울특별시 강남구 남부순환로 지하 3104 ,강남구
서울교통공사,3호선,대청,서울특별시 강남구 대치동 514-3,서울특별시 강남구 일원로 지하 2 ,강남구
서울교통공사,3호선,일원,서울특별시 강남구 일원동 717,서울특별시 강남구 일원로 지하 121 ,강남구
서울교통공사,3호선,수서,서울특별시 강남구 수서동 728,서울특별시 강남구 광평로 지하 270 ,강남구
서울교통공사,3호선,가락시장,서울특별시 송파구 가락동 184-23,서울특별시 송파구 송파대로 지하 257 ,송파구
서울교통공사,3호선,경찰병원,서울특별시 송파구 가락동 10-15,서울특별시 송파구 중대로 지하 149 ,송파구
서울교통공사,3호선,오금,서울특별시 송파구 오금동 44-2,서울특별시 송파구 오금로 지하 321 ,송파구
철도운영기관명,선명,역명,지번주소,도로명주소,
코레일,4호선,선바위,경기도 과천시 과천동 355,경기도 과천시 중앙로 지하440,시 과천
코레일,4호선,경마공원,경기도 과천시 과천동 654,경기도 과천시 경마공원대로 지하 105,시 과천
코레일,4호선,대공원,경기도 과천시 과천동 727-1,경기도 과천시 대공원대로 지하50 ,시 과천
코레일,4호선,과천,경기도 과천시 별양동 2,경기도 과천시 별양로 지하177,시 별양
코레일,4호선,정부과천청사,경기도 과천시 별양동 1,경기도 과천시 중앙로 지하 100,시 별양
코레일,4호선,인덕원,경기도 안양시 동안구 관양동 1563,경기도 안양시 동안구 흥안대로 지하 529,시 동안
코레일,4호선,평촌,경기도 안양시 동안구 관양동 1608-1,경기도 안양시 동안구 부림로 지하 123,시 동안
코레일,4호선,범계,경기도 안양시 동안구 호계동 1039-2,경기도 안양시 동안구 동안로 지하130,시 동안
코레일,4호선,금정,경기도 군포시 금정동 613,경기도 군포시 군포로 750,시 금정
코레일,4호선,산본,경기도 군포시 산본동 1231,경기도 군포시 번영로 504,시 산본
코레일,4호선,수리산,경기도 군포시 산본동 1231-1,경기도 군포시 번영로 385,시 산본
코레일,4호선,대야미,경기도 군포시 대야미동 229-1,경기도 군포시 대야1로 28,시 대야
코레일,4호선,반월,경기도 안산시 상록구 건건동 산62-1,경기도 안산시 상록구 건건로 119-10,시 상록
코레일,4호선,상록수,경기도 안산시 상록구 본오동 1177,경기도 안산시 상록구 상록수로 61,시 상록
코레일,4호선,한대앞,경기도 안산시 상록구 이동 211-5,경기도 안산시 상록구 충장로 337,시 상록
코레일,4호선,중앙,경기도 안산시 단원구 고잔동 167-378,경기도 안산시 단원구 중앙대로 918,시 단원
코레일,4호선,고잔,경기도 안산시 단원구 고잔동 453-67,경기도 안산시 단원구 중앙대로 784,시 단원
코레일,4호선,초지,경기도 안산시 단원구 초지동 25-1,경기도 안산시 단원구 중앙대로 620,시 단원
코레일,4호선,안산,경기도 안산시 단원구 원곡동 325-12,경기도 안산시 단원구 중앙대로 462,시 단원
코레일,4호선,신길온천,경기도 안산시 단원구 신길동 216-2,경기도 안산시 단원구 황고개로 2 ,시 단원
코레일,4호선,정왕,경기도 시흥시 정왕동 2325-12,경기도 시흥시 마유로418번길 15,시 정왕
코레일,4호선,오이도,경기도 시흥시 정왕동 878,경기도 시흥시 역전로 430,시 정왕
서울교통공사,4호선,당고개,서울특별시 노원구 상계동 111,서울특별시 노원구 상계로 305 ,노원구
서울교통공사,4호선,상계,서울특별시 노원구 상계동 156-203,서울특별시 노원구 상계로 182 ,노원구
서울교통공사,4호선,노원,서울특별시 노원구 상계동 602-5,서울특별시 노원구 상계로 69-1 ,노원구
서울교통공사,4호선,창동,서울특별시 도봉구 창동 135-1,서울특별시 도봉구 마들로 11길 77 ,도봉구
서울교통공사,4호선,쌍문,서울특별시 도봉구 창동 703-4,서울특별시 도봉구 도봉로 지하 486-1 ,도봉구
서울교통공사,4호선,수유,서울특별시 강북구 수유동 140,서울특별시 강북구 도봉로 지하 338 ,강북구
서울교통공사,4호선,미아,서울특별시 강북구 미아동 194-1,서울특별시 강북구 도봉로 지하 198 ,강북구
서울교통공사,4호선,미아사거리,서울특별시 강북구 미아동 66-1,서울특별시 강북구 도봉로 지하 50 ,강북구
서울교통공사,4호선,길음,서울특별시 성북구 길음동 877-66,서울특별시 성북구 동소문로 지하 248 ,성북구
서울교통공사,4호선,성신여대입구,서울특별시 성북구 동선동4가 1,서울특별시 성북구 동소문로 지하 102 ,성북구
서울교통공사,4호선,한성대입구,서울특별시 성북구 삼선동1가 14,서울특별시 성북구 삼선교로 지하 1 ,성북구
서울교통공사,4호선,혜화,서울특별시 종로구 명륜4가 96-5,서울특별시 종로구 대학로 지하 120 ,종로구
서울교통공사,4호선,동대문,서울특별시 종로구 종로6가 287-1,서울특별시종로구 율곡로 지하 308 ,종로구
서울교통공사,4호선,동대문역사문화공원,서울특별시 중구 광희동2가 9,서울특별시 중구 장충단로 지하 230 ,중구
서울교통공사,4호선,충무로,서울특별시 중구 필동2가 16-2 ,서울특별시 중구 퇴계로 지하 199 ,중구
서울교통공사,4호선,명동,서울특별시 중구 충무로2가 109-2,서울특별시 중구 퇴계로 지하 126 ,중구
서울교통공사,4호선,회현,서울특별시 중구 남창동 64-1,서울특별시 중구 퇴계로 지하 54 ,중구
서울교통공사,4호선,서울역,서울특별시 용산구 동자동 14-151 ,서울특별시 용산구 한강대로 지하 392 ,용산구
서울교통공사,4호선,숙대입구,서울특별시 용산구 갈월동 16-7,서울특별시 용산구 한강대로 지하 306,용산구
서울교통공사,4호선,삼각지,서울특별시 용산구 한강로1가 228-1,서울특별시 용산구 한강대로 지하 180,용산구
서울교통공사,4호선,신용산,서울특별시 용산구 한강로2가 181,서울특별시 용산구 한강대로 지하 112,용산구
서울교통공사,4호선,이촌,서울특별시 용산구 용산동5가 17-112,서울특별시 용산구 서빙고로 지하 83,용산구
서울교통공사,4호선,동작,서울특별시 동작구 동작동 327-1,서울특별시 동작구 현충로 257,동작구
서울교통공사,4호선,총신대입구,서울특별시 동작구 사당동 736-1,서울특별시 동작구 동작대로 지하 117,동작구
서울교통공사,4호선,사당,서울특별시 동작구 사당동 588-44,서울특별시동작구 동작대로 지하 3,동작구
서울교통공사,4호선,남태령,서울특별시 서초구 방배동 2909,서울특별시 서초구 과천대로 지하 816,서초구
철도운영기관명,선명,역명,지번주소,도로명주소,
서울교통공사,5호선,방화,서울특별시 강서구 방화동 829-15,서울특별시 강서구 금낭화로 지하132 (방화동),강서구
서울교통공사,5호선,개화산,서울특별시 강서구 방화동 846,서울특별시 강서구 양천로 22?(방화동),강서구
서울교통공사,5호선,김포공항,서울특별시 강서구 방화동 886,서울특별시 강서구 하늘길 지하77 (방화동),강서구
서울교통공사,5호선,송정,서울특별시 강서구 공항동 29-5,서울특별시 강서구 공항대로 지하33 (공항동),강서구
서울교통공사,5호선,마곡,서울특별시 강서구 가양동 530-6,서울특별시 강서구 공항대로 지하163 (가양동),강서구
서울교통공사,5호선,발산,서울특별시 강서구 마곡동 727-1212,서울특별시 강서구 공항대로 지하267 (가양동),강서구
서울교통공사,5호선,우장산,서울특별시 강서구 화곡동 1089-3,서울특별시 강서구 강서로 지하262 (화곡동),강서구
서울교통공사,5호선,화곡,서울특별시 강서구 화곡동 1089-54,서울특별시 강서구 화곡로 지하168 (화곡동),강서구
서울교통공사,5호선,까치산,서울특별시 강서구 화곡동 662-5,서울특별시 강서구 강서로 지하54?(화곡동),강서구
서울교통공사,5호선,신정,서울특별시 양천구 신정동 1090,서울특별시 양천구 오목로 지하179 (신정동),양천구
서울교통공사,5호선,목동,서울특별시 양천구 목동 926-3,서울특별시 양천구 오목로 지하245 (목동),양천구
서울교통공사,5호선,오목교,서울특별시 양천구 목동 406-30,서울특별시 양천구 오목로 지하342 (목동),양천구
서울교통공사,5호선,양평,서울특별시 영등포구 양평동2가 33-79,서울특별시 영등포구 양산로 지하21?(양평동2가),영등포구
서울교통공사,5호선,영등포구청,서울특별시 영등포구 당산동3가 556-1,서울특별시 영등포구 양산로 지하116?(당산동3가),영등포구
서울교통공사,5호선,영등포시장,서울특별시 영등포구 영등포동5가 62-1,서울특별시 영등포구 양산로 지하200 (영등포동5가),영등포구
서울교통공사,5호선,신길,서울특별시 영등포구 영등포동1가 35,서울특별시 영등포구 경인로114가길 지하9 ?(영등포동1가),영등포구
서울교통공사,5호선,여의도,서울특별시 영등포구 여의도동 3,서울특별시 영등포구 여의나루로 지하40 (여의도동),영등포구
서울교통공사,5호선,여의나루,서울특별시 영등포구 여의도동 84-4,서울특별시 영등포구 여의동로 지하343 (여의도동),영등포구
서울교통공사,5호선,마포,서울특별시 마포구 도화동 160,서울특별시 마포구 마포대로 지하33 (도화동),마포구
서울교통공사,5호선,공덕,서울특별시 마포구 공덕동 423-29,서울특별시 마포구 마포대로 지하100?(공덕동),마포구
서울교통공사,5호선,애오개,서울특별시 마포구 아현동 612,서울특별시 마포구 마포대로 지하210 (아현동),마포구
서울교통공사,5호선,충정로,서울특별시 서대문구 충정로3가 248-1,서울특별시 서대문구 충정로 지하28-1 (충정로3가),서대문구
서울교통공사,5호선,서대문,서울특별시 종로구 평동 210,서울특별시 종로구 통일로 지하126 (평동),종로구
서울교통공사,5호선,광화문,서울특별시 종로구 세종로 1-68,서울특별시 종로구 세종대로 지하172 (세종로),종로구
서울교통공사,5호선,종로3가,서울특별시 종로구 돈의동 39-1,서울특별시 종로구 돈화문로11길 지하26 (돈의동) ?,종로구
서울교통공사,5호선,을지로4가,서울특별시 중구 주교동 191,서울특별시 중구 창경궁로 지하51 (주교동),중구
서울교통공사,5호선,동대문역사문화공원,서울특별시 중구 광희동1가 235-6,서울특별시 중구 마른내로 지하162 (광희동1가),중구
서울교통공사,5호선,청구,서울특별시 중구 신당동 295-2,서울특별시 중구 청구로 지하77?(신당동),중구
서울교통공사,5호선,신금호,서울특별시 성동구 금호동2가 223-1,서울특별시 성동구 금호로 지하154 (금호동2가),성동구
서울교통공사,5호선,행당,서울특별시 성동구 행당동 317-241,서울특별시 성동구 행당로 지하89 (행당동),성동구
서울교통공사,5호선,왕십리,서울특별시 성동구 행당동 192,서울특별시 성동구 왕십리로 지하300?(행당동),성동구
서울교통공사,5호선,마장,서울특별시 성동구 마장동 772,서울특별시 성동구 마장로 지하296 (마장동),성동구
서울교통공사,5호선,답십리,서울특별시 성동구 용답동 99,서울특별시 성동구 천호대로 지하300?(용답동),성동구
서울교통공사,5호선,장한평,서울특별시 동대문구 장안동 472-3,서울특별시 동대문구 천호대로 지하405 (장안동),동대문구
서울교통공사,5호선,군자,서울특별시 광진구 능동 275-5,서울특별시 광진구 천호대로 지하550 (능동) ?,광진구
서울교통공사,5호선,아차산,서울특별시 광진구 능동 256-16,서울특별시 광진구 천호대로 지하657 (능동),광진구
서울교통공사,5호선,광나루,서울특별시 광진구 광장동 237,서울특별시 광진구 아차산로 지하571 (광장동),광진구
서울교통공사,5호선,천호,서울특별시 강동구 천호동 455,서울특별시 강동구 천호대로 지하997 (천호동),강동구
서울교통공사,5호선,강동,서울특별시 강동구 천호동 447,서울특별시 강동구 천호대로 지하1097 (천호동),강동구
서울교통공사,5호선,길동,서울특별시 강동구 길동 378,서울특별시 강동구 양재대로 지하1480 (길동),강동구
서울교통공사,5호선,굽은다리,서울특별시 강동구 명일동 345-12,서울특별시 강동구 양재대로 지하1572 (명일동),강동구
서울교통공사,5호선,명일,서울특별시 강동구 명일동 312,서울특별시 강동구 양재대로 지하1632 (명일동),강동구
서울교통공사,5호선,고덕,서울특별시 강동구 고덕동 310,서울특별시 강동구 고덕로 지하253 (고덕동),강동구
서울교통공사,5호선,상일동,서울특별시 강동구 상일동 148,서울특별시 강동구 고덕로 지하359 (상일동),강동구
서울교통공사,5호선,둔촌동,서울특별시 강동구 둔촌동 416,서울특별시 강동구 양재대로 지하1369 (둔촌동),강동구
서울교통공사,5호선,올림픽공원,서울특별시 송파구 방이동 89-28 ,서울특별시 송파구 양재대로 지하1233 (방이동),송파구
서울교통공사,5호선,방이,서울특별시 송파구 방이동 217-2,서울특별시 송파구 양재대로 지하1127 (방이동),송파구
서울교통공사,5호선,오금,서울특별시 송파구 오금동 44-2,서울특별시 송파구 오금로 지하321?(오금동),송파구
서울교통공사,5호선,개롱,서울특별시 송파구 가락동 165-2,서울특별시 송파구 오금로 지하402 (가락동),송파구
서울교통공사,5호선,거여,서울특별시 송파구 거여동 20-14,서울특별시 송파구 오금로 지하499?(거여동),송파구
서울교통공사,5호선,마천,서울특별시 송파구 마천동 307-4,서울특별시 송파구 마천로57길 지하7?(마천동),송파구
철도운영기관명,선명,선명,지번주소,도로명주소,
서울교통공사,6호선,고려대,서울특별시 성북구 종암동 29-18,서울특별시 성북구 종암로 지하1 (종암동),성북구
서울교통공사,6호선,공덕,서울특별시 마포구 공덕동 439,서울특별시 마포구 백범로 지하200 (공덕동)  ,마포구
서울교통공사,6호선,광흥창,서울특별시 마포구 창전동 145-17,서울특별시 마포구 독막로 지하165 (창전동),마포구
서울교통공사,6호선,구산,서울특별시 은평구 구산동 1,서울특별시 은평구 연서로 지하137-1 (구산동),은평구
서울교통공사,6호선,녹사평,서울특별시 용산구 용산동4가 4,서울특별시 용산구 녹사평대로 지하195 (용산동4가),용산구
서울교통공사,6호선,대흥,서울특별시 마포구 대흥동 128-1,서울특별시 마포구 대흥로 지하85?(대흥동),마포구
서울교통공사,6호선,독바위,서울특별시 은평구 불광동 13-33,서울특별시 은평구 불광로 지하129-1 (불광동),은평구
서울교통공사,6호선,돌곶이,서울특별시 성북구 석관동 349-8,서울특별시 성북구 화랑로 지하243 (석관동),성북구
서울교통공사,6호선,동묘앞,서울특별시 종로구 숭인동 316-3,서울특별시 종로구 지봉로 지하24 (숭인동),종로구
서울교통공사,6호선,디지털미디어시티,서울특별시 은평구 증산동 223-25,서울특별시 은평구 수색로 지하175 (증산동),은평구
서울교통공사,6호선,마포구청,서울특별시 마포구 성산동 592,서울특별시 마포구 월드컵로 지하190 (성산동),마포구
서울교통공사,6호선,망원,서울특별시 마포구 망원동 378,서울특별시 마포구 월드컵로 지하77 (망원동),마포구
서울교통공사,6호선,버티고개,서울특별시 중구 신당동 366-454,서울특별시 중구 다산로 지하38 (신당동),중구
서울교통공사,6호선,보문,서울특별시 성북구 보문동1가 127-1,서울특별시 성북구 보문로 지하116 (보문동1가),성북구
서울교통공사,6호선,봉화산,서울특별시 중랑구 신내동 643-1,서울특별시 중랑구 신내로 지하232 (신내동),중랑구
서울교통공사,6호선,불광,서울특별시 은평구 대조동 14-1,서울특별시 은평구 통일로 지하723-1 (대조동),은평구
서울교통공사,6호선,삼각지,서울특별시 용산구 한강로1가 228-1,서울특별시 용산구 한강대로 지하185 (한강로1가),용산구
서울교통공사,6호선,상수,서울특별시 마포구 상수동 309-10,서울특별시 마포구 독막로 지하85 (상수동),마포구
서울교통공사,6호선,상월곡,서울특별시 성북구 상월곡동 26-1,서울특별시 성북구 화랑로 지하157 (상월곡동),성북구
서울교통공사,6호선,새절,서울특별시 은평구 신사동 337-5,서울특별시 은평구 증산로 지하400 (신사동,은평구
서울교통공사,6호선,석계,서울특별시 노원구 월계동 25-2,서울특별시 노원구 화랑로 지하347-1 (월계동),노원구
서울교통공사,6호선,신내,서울특별시 중랑구 신내동 19,서울특별시 중랑구 용마산로 136길 33,중랑구
서울교통공사,6호선,신당,서울특별시 중구 흥인동 162-1,서울특별시 중구 다산로 지하260 (흥인동),중구
서울교통공사,6호선,안암,서울특별시 성북구 안암동5가 146-1,서울특별시 성북구 인촌로 지하89 (안암동5가),성북구
서울교통공사,6호선,약수,서울특별시 중구 신당동 369-2,서울특별시 중구 다산로 지하115 (신당동),중구
서울교통공사,6호선,역촌,서울특별시 은평구 녹번동 144-69,서울특별시 은평구 서오릉로 지하63 (녹번동),은평구
서울교통공사,6호선,연신내,서울특별시 은평구 갈현동 397,서울특별시 은평구 통일로 지하849 (갈현동),은평구
서울교통공사,6호선,월곡,서울특별시 성북구 하월곡동 35-1,서울특별시 성북구 월곡로 지하107 (하월곡동),성북구
서울교통공사,6호선,월드컵경기장,서울특별시 마포구 성산동 420,서울특별시 마포구 월드컵로 지하240 (성산동),마포구
서울교통공사,6호선,응암,서울특별시 은평구 역촌동 85-41,서울특별시 은평구 증산로 지하477 (역촌동),은평구
서울교통공사,6호선,이태원,서울특별시 용산구 이태원동 119-23,서울특별시 용산구 이태원로 지하177 (이태원동),용산구
서울교통공사,6호선,증산,서울특별시 은평구 증산동 199-8,서울특별시 은평구 증산로 지하306 (증산동),은평구
서울교통공사,6호선,창신,서울특별시 종로구 창신동 20-8,서울특별시 종로구 지봉로 지하112 (창신동),종로구
서울교통공사,6호선,청구,서울특별시 중구 신당동 295-2,서울특별시 중구 청구로 지하77 (신당동),중구
서울교통공사,6호선,태릉입구,서울특별시 노원구 공릉동 616-4,서울특별시 노원구 동일로 지하992-1 (공릉동),노원구
서울교통공사,6호선,한강진,서울특별시 용산구 한남동 726-494,서울특별시 용산구 이태원로 지하287 (한남동),용산구
서울교통공사,6호선,합정,서울특별시 마포구 합정동 414,서울특별시 마포구 양화로 지하45 (합정동),마포구
서울교통공사,6호선,화랑대,서울특별시 노원구 공릉동 285-2,서울특별시 노원구 화랑로 지하510 (공릉동),노원구
서울교통공사,6호선,효창공원앞,서울특별시 용산구 효창동 80 ,서울특별시 용산구 백범로 지하287 (효창동),용산구
철도운영기관명,선명,역명,지번주소,도로명주소,
서울교통공사,7호선,장암,경기도 의정부시 장암동 160-8,경기도 의정부시 동일로 121 (장암동),부시 장
서울교통공사,7호선,도봉산,서울특별시 도봉구 도봉동 38-3,서울특별시 도봉구 도봉로 964-40 (도봉동),도봉구
서울교통공사,7호선,수락산,서울특별시 노원구 상계동 1132-9,서울특별시 노원구 동일로 지하1662 (상계동),노원구
서울교통공사,7호선,마들,서울특별시 노원구 상계동 650,서울특별시 노원구 동일로 지하1530-1 (상계동),노원구
서울교통공사,7호선,노원,서울특별시 노원구 상계동 729,서울특별시 노원구 동일로 지하1409 (상계동),노원구
서울교통공사,7호선,중계,서울특별시 노원구 중계동 503-3,서울특별시 노원구 동일로 지하1308-1 (중계동),노원구
서울교통공사,7호선,하계,서울특별시 노원구 하계동 273-5,서울특별시 노원구 동일로 지하1196?(하계동),노원구
서울교통공사,7호선,공릉,서울특별시 노원구 공릉동 385-4,서울특별시 노원구 동일로 지하1074 (공릉동),노원구
서울교통공사,7호선,태릉입구,서울특별시 노원구 공릉동 616-4,서울특별시 노원구 동일로 지하992-1 (공릉동),노원구
서울교통공사,7호선,먹골,서울특별시 중랑구 묵동 189-5,서울특별시 중랑구 동일로 지하901?(묵동),중랑구
서울교통공사,7호선,중화,서울특별시 중랑구 중화동 50-3,서울특별시 중랑구 동일로 지하797 (중화동),중랑구
서울교통공사,7호선,상봉,서울특별시 중랑구 상봉동 100-9,서울특별시 중랑구 망우로 지하297 (상봉동),중랑구
서울교통공사,7호선,면목,서울특별시 중랑구 면목동 282-6,서울특별시 중랑구 면목로 지하407?(면목동),중랑구
서울교통공사,7호선,사가정,서울특별시 중랑구 면목동 495,서울특별시 중랑구 사가정로 지하393 (면목동),중랑구
서울교통공사,7호선,용마산,서울특별시 중랑구 면목동 1316-5,서울특별시 중랑구 용마산로 지하227?(면목동),중랑구
서울교통공사,7호선,중곡,서울특별시 광진구 중곡동 273-2 ,서울특별시 광진구 능동로 지하417 (중곡동),광진구
서울교통공사,7호선,군자,서울특별시 광진구 능동 275-5,서울특별시 광진구 천호대로 지하550 (능동) ,광진구
서울교통공사,7호선,어린이대공원,서울특별시 광진구 화양동 164-1,서울특별시 광진구 능동로 지하210?(화양동),광진구
서울교통공사,7호선,건대입구,서울특별시 광진구 화양동 6-3,서울특별시 광진구 능동로 지하110 (화양동),광진구
서울교통공사,7호선,뚝섬유원지,서울특별시 광진구 자양동 73-2,서울특별시 광진구 능동로 10 (자양동),광진구
서울교통공사,7호선,청담,서울특별시 강남구 청담동 77-76,서울특별시 강남구 학동로 지하508 (청담동),강남구
서울교통공사,7호선,강남구청,서울특별시 강남구 삼성동 111-44,서울특별시 강남구 학동로 지하346 (삼성동),강남구
서울교통공사,7호선,학동,서울특별시 강남구 논현동 279-67,서울특별시 강남구 학동로 지하180?(논현동),강남구
서울교통공사,7호선,논현,서울특별시 강남구 논현동 279-67,서울특별시 강남구 학동로 지하102?(논현동),강남구
서울교통공사,7호선,반포,서울특별시 서초구 잠원동 103,서울특별시 서초구 신반포로 지하241?(잠원동),서초구
서울교통공사,7호선,고속터미널,서울특별시 서초구 반포동 19-11,서울특별시 서초구 신반포로 지하188 (반포동),서초구
서울교통공사,7호선,내방,서울특별시 서초구 반포동 19-11,서울특별시 서초구 서초대로 지하103 (방배동),서초구
서울교통공사,7호선,총신대입구,서울특별시 동작구 사당동 144-4,서울특별시 동작구 사당로 지하310 (사당동),동작구
서울교통공사,7호선,남성,서울특별시 동작구 사당동 산25-33,서울특별시 동작구 사당로 지하218 (사당동),동작구
서울교통공사,7호선,숭실대입구,서울특별시 동작구 상도동 514,서울특별시 동작구 상도로 지하378?(상도동),동작구
서울교통공사,7호선,상도,서울특별시 동작구 상도1동 702-1,서울특별시 동작구 상도로 지하272?(상도1동),동작구
서울교통공사,7호선,장승배기,서울특별시 동작구 상도동 26-20,서울특별시 동작구 상도로 지하188?(상도동),동작구
서울교통공사,7호선,신대방삼거리,서울특별시 동작구 대방동 406-10,서울특별시 동작구 상도로 지하76 (대방동) ?,동작구
